1.318760395050048828e+00,1.216466069221496582e+00,1.179178833961486816e+00,1.169840097427368164e+00,1.163949489593505859e+00,1.172116756439208984e+00,1.189659595489501953e+00
1.450345516204833984e+00,1.314522027969360352e+00,1.225918650627136230e+00,1.204917788505554199e+00,1.196979522705078125e+00,1.189400076866149902e+00,1.190206527709960938e+00
1.304148316383361816e+00,1.230071187019348145e+00,1.200424790382385254e+00,1.182166695594787598e+00,1.175312042236328125e+00,1.174362182617187500e+00,1.180088043212890625e+00
1.169816970825195312e+00,1.113350510597229004e+00,1.093946814537048340e+00,1.085638284683227539e+00,1.082284331321716309e+00,1.090621948242187500e+00,1.114833354949951172e+00
1.309062361717224121e+00,1.218861222267150879e+00,1.191210031509399414e+00,1.174066781997680664e+00,1.166555643081665039e+00,1.169834733009338379e+00,1.187199115753173828e+00
1.182554364204406738e+00,1.126716852188110352e+00,1.098993778228759766e+00,1.091778159141540527e+00,1.089684605598449707e+00,1.096260309219360352e+00,1.114439964294433594e+00
1.241990804672241211e+00,1.165852665901184082e+00,1.127168536186218262e+00,1.119857907295227051e+00,1.119060754776000977e+00,1.130834937095642090e+00,1.157279253005981445e+00
1.246898651123046875e+00,1.144688367843627930e+00,1.097320437431335449e+00,1.089225053787231445e+00,1.088675737380981445e+00,1.091385483741760254e+00,1.135669469833374023e+00
1.291217565536499023e+00,1.211315035820007324e+00,1.178709626197814941e+00,1.170095443725585938e+00,1.171128630638122559e+00,1.175739765167236328e+00,1.188883066177368164e+00
1.229141235351562500e+00,1.129415988922119141e+00,1.121062755584716797e+00,1.116382598876953125e+00,1.120596647262573242e+00,1.133611679077148438e+00,1.159278035163879395e+00
