3.757075548171997070e+00,2.554075479507446289e+00,1.657011389732360840e+00,1.088865399360656738e+00,6.228260993957519531e-01,2.392761707305908203e-01,5.862964317202568054e-02
3.746687650680541992e+00,2.572212219238281250e+00,1.658187627792358398e+00,1.105141878128051758e+00,5.844557881355285645e-01,2.291952967643737793e-01,5.854250490665435791e-02
3.803095579147338867e+00,2.613230466842651367e+00,1.627351641654968262e+00,1.078657269477844238e+00,5.908145308494567871e-01,2.391998916864395142e-01,5.812141299247741699e-02
3.838011503219604492e+00,2.584792613983154297e+00,1.690120935440063477e+00,1.111469626426696777e+00,6.211162805557250977e-01,2.246002256870269775e-01,5.732097476720809937e-02
3.749106168746948242e+00,2.586497068405151367e+00,1.695201396942138672e+00,1.126878499984741211e+00,6.212647557258605957e-01,2.325987517833709717e-01,5.992382764816284180e-02
3.687861442565917969e+00,2.538897037506103516e+00,1.655490159988403320e+00,1.083651781082153320e+00,5.912138223648071289e-01,2.276118844747543335e-01,5.692542344331741333e-02
3.757114887237548828e+00,2.559578657150268555e+00,1.669499993324279785e+00,1.090744614601135254e+00,5.961843729019165039e-01,2.316781282424926758e-01,5.902283638715744019e-02
3.776788711547851562e+00,2.554077148437500000e+00,1.667711496353149414e+00,1.106451153755187988e+00,6.142700910568237305e-01,2.422843724489212036e-01,5.767982825636863708e-02
3.871177196502685547e+00,2.639510631561279297e+00,1.692369341850280762e+00,1.125848770141601562e+00,6.368207931518554688e-01,2.444080114364624023e-01,5.939269810914993286e-02
3.723870038986206055e+00,2.533332109451293945e+00,1.630134940147399902e+00,1.090101480484008789e+00,5.853096842765808105e-01,2.304508388042449951e-01,5.884598195552825928e-02
